Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Timm21	0.33557091540306	0.0185487420261119	0.017	0.013	1
Dnajc24	0.335858042566201	0.0158936351226588	0.024	0.02	1
Golph3	0.335999452603461	-0.00785820794585435	0.136	0.126	1
E230001N04Rik	0.336024339624819	0.0114733851506649	0.024	0.02	1
1600002K03Rik	0.336178420918396	0.0384175575800759	0.043	0.038	1
Chuk	0.336241040220683	0.000552757595037534	0.052	0.046	1
Gm15706	0.336248007030427	-0.0355459513691597	0.015	0.019	1
Hmgxb3	0.336283393353984	-0.00727703580837308	0.041	0.036	1
Psmd14	0.336504376569028	0.018389230427061	0.072	0.065	1
Mtx2	0.336818474228058	0.0158125010243353	0.026	0.022	1
Psmc6	0.337092656920525	0.026302805368364	0.103	0.095	1
Pycard	0.337175132730686	-0.0930253236532438	0.127	0.138	1
Sgip1	0.337221704501488	-0.0296706311606402	0.004	0.006	1
Mvb12b	0.337307794476135	0.00427710938173445	0.022	0.018	1
Oser1	0.337309966761935	-0.10498035158214	0.131	0.14	1
Chid1	0.337379674055962	0.0228555174865577	0.009	0.007	1
Ttc19	0.337614100895474	-0.105899536478663	0.085	0.094	1
Zc3h12b	0.337757699697155	0.0123709947573168	0.004	0.002	1
Zfp940	0.337948438368823	0.0103194859761048	0.004	0.002	1
Bri3bp	0.338157029551635	0.0239626224090195	0.026	0.022	1
Stap1	0.338210813634631	-0.116156414200317	0.03	0.035	1
Farp2	0.338234676078246	0.00941142086871287	0.004	0.002	1
Dmxl1	0.338410241921913	-0.12420371649253	0.071	0.078	1
Amn1	0.338465341122105	-0.000801751762657399	0.037	0.032	1
Rad1	0.33854844910631	-0.0147977120444618	0.007	0.01	1
Camsap1	0.3385495363972	-0.0331696904808943	0.011	0.014	1
Rpusd1	0.338616568455886	0.0112553561773732	0.004	0.002	1
Gm20219	0.338794510587692	-0.018032101704805	0.004	0.006	1
Gm13091	0.338807618396028	0.0100358507783182	0.004	0.002	1
Ofd1	0.33882329230014	0.00740668189137197	0.022	0.018	1
St3gal5	0.33890316930292	0.0101637608162368	0.004	0.002	1
Gm17745	0.33890316930292	0.0067453233273636	0.004	0.002	1
Dok1	0.339004082632373	-0.0131839011075022	0.014	0.011	1
Rgs12	0.339094322988887	0.00892368107081941	0.004	0.002	1
Cfap97	0.339213903923761	0.0115076976074629	0.03	0.026	1
Nae1	0.339320706829865	0.0200631981531125	0.067	0.06	1
Mthfr	0.339562572735912	0.00996356736442913	0.009	0.007	1
Cmtr1	0.339860966175264	-0.00560999782675053	0.048	0.042	1
Sfmbt2	0.339910210833784	-0.0380989799952404	0.011	0.014	1
Ddx6	0.339943175302861	-0.0558535294253275	0.427	0.392	1
Pcgf1	0.340374873114139	0.0311397535090136	0.013	0.01	1
N4bp2	0.340446625439899	-0.137667955879222	0.056	0.062	1
Poc1b	0.340506686641237	0.00360830477697735	0.017	0.013	1
Gin1	0.340577444337555	0.032271371060106	0.025	0.021	1
Spindoc	0.340588050793595	0.021610758081262	0.009	0.007	1
Zfp12	0.340599327381125	0.00249126762567091	0.014	0.011	1
Strn3	0.340948922072746	-0.1163209910198	0.09	0.098	1
Plekhn1	0.341076718560052	-0.0422435419439628	0.008	0.011	1
Exoc5	0.341103573249088	-0.00701037050792419	0.107	0.098	1
Syngr2	0.341268884872132	0.00587098308514045	0.045	0.039	1
Ankrd54	0.341646812572512	0.0094883224599939	0.026	0.022	1
Sav1	0.342212451523365	0.0352297401436679	0.029	0.024	1
Tbcd	0.342511895915846	-0.0513632208867982	0.013	0.017	1
Fdxacb1	0.343022509548787	0.0186263781268922	0.013	0.01	1
Akap10	0.343484055975771	-0.131849054477637	0.043	0.048	1
Ramp1	0.343500386755969	-0.109419827746547	0.09	0.098	1
Ipcef1	0.343606599554395	-0.138230858212818	0.166	0.176	1
Nipsnap3b	0.343675968556197	0.0423925278468786	0.035	0.031	1
Nup93	0.343918558754577	-0.0554966805030791	0.009	0.012	1
Gm2682	0.343922121302618	-0.0274635109455275	0.124	0.114	1
Tmem109	0.344117405704414	-0.0687386725935563	0.015	0.019	1
Prmt5	0.344176839138322	0.0179892802825998	0.027	0.023	1
Stat6	0.344184627640374	-0.0900793262901137	0.06	0.067	1
Clcn6	0.344187894444808	0.0269006203475006	0.013	0.01	1
Zfp213	0.34419796231943	0.0151534103874895	0.009	0.006	1
Mrtfa	0.34420279444129	-0.103116583034184	0.044	0.05	1
Tmco1	0.344467175499249	-0.0508686938495227	0.035	0.04	1
Smg7	0.344747097771555	-0.0725211765622693	0.046	0.053	1
2310009B15Rik	0.344777045119177	0.0193562181362663	0.035	0.03	1
Metap2	0.344885842978504	0.0107118577620741	0.135	0.125	1
1810055G02Rik	0.344899964037978	0.0317995375771696	0.008	0.006	1
Creb1	0.344951740139621	-0.0915670026810204	0.069	0.077	1
Rps9	0.34504866057964	0.0151726346087493	0.99	0.986	1
Gm16740	0.345073559980247	0.0100611132679064	0.009	0.006	1
Zfp335	0.345110286448949	-0.0156336819060008	0.02	0.016	1
Bcl7b	0.345293550011304	0.00676390605914323	0.1	0.092	1
Tom1l2	0.345398215417212	-0.0352152548031551	0.006	0.008	1
Usp14	0.345453665971146	0.0241214701233898	0.052	0.046	1
Slc39a10	0.34565808016557	-0.000219707622390861	0.009	0.006	1
Gm4129	0.345687322198514	0.00483233614971429	0.009	0.006	1
Rce1	0.345711379494024	0.0116419596044499	0.033	0.028	1
Dennd1a	0.345803993914579	0.0154431711446974	0.036	0.031	1
1810044D09Rik	0.345892064555781	0.0176860124131186	0.009	0.006	1
Tubgcp3	0.346075355909777	0.0145902166090916	0.042	0.037	1
Tmem219	0.34675161031061	-0.00692527975626367	0.04	0.034	1
Lmbrd2	0.346916076510643	-0.0424293238038043	0.009	0.012	1
Polr2h	0.346958506483203	-0.0149258197256109	0.044	0.038	1
Pold2	0.347096257153864	-0.0434092465195315	0.013	0.017	1
Inpp5f	0.347398178619358	-0.0613824434584158	0.035	0.04	1
Klhl24	0.347400791234372	-0.183232928823323	0.26	0.264	1
Mtmr3	0.347468756207256	-0.106899657154177	0.082	0.09	1
Vegfb	0.347785582136572	0.0154817863810209	0.008	0.006	1
Fbxl3	0.347969822130169	-0.107943208076815	0.08	0.087	1
1700021F05Rik	0.348031295381166	0.0411149228312937	0.02	0.016	1
Arrb2	0.34838119561697	-0.0926981443070133	0.065	0.072	1
Tmem29	0.348586434637184	0.00999963365697999	0.008	0.006	1
Ppip5k2	0.348637391535217	-0.076577509097107	0.02	0.024	1
Cyb5d1	0.348900745295736	0.0191118693637866	0.004	0.003	1
Synpo	0.349162105862871	0.0213245429372537	0.004	0.003	1
Tent4a	0.349456160287993	0.0146776339929046	0.021	0.017	1
Znrd1as	0.349510779964675	0.0127040613645722	0.004	0.003	1
Tor1aip2	0.349536355731278	-0.0878020542083845	0.061	0.068	1
Tchp	0.349571603658958	0.0193044058884693	0.012	0.009	1
Ess2	0.349615512883188	0.0196391056605871	0.029	0.024	1
Mtcp1	0.349635469539841	0.00663053496725268	0.008	0.006	1
Spryd4	0.3496381105556	0.0416263707768587	0.017	0.014	1
Cspp1	0.349858337320179	-0.0313737817311465	0.076	0.068	1
Cenpe	0.349859675014703	0.01132260199035	0.004	0.003	1
Cct4	0.349871122861432	-0.00775284599070125	0.151	0.141	1
Zbed3	0.350088250846027	0.0256330918288511	0.007	0.005	1
Ccr6	0.350208790992896	0.0137986461393967	0.004	0.003	1
Gm43305	0.350296104505098	0.00785260877944726	0.004	0.003	1
Vkorc1	0.350309001126588	-0.0635228201185794	0.023	0.028	1
Asb1	0.350381463750742	0.0258469554442033	0.007	0.005	1
Sdf2l1	0.35046312141878	0.0248284142893682	0.015	0.012	1
Mrps35	0.35064963711979	-0.0475672055755098	0.033	0.039	1
Nsa2	0.350852346043611	-0.111689897168004	0.415	0.412	1
Thoc5	0.350959230266067	-0.0250510438358721	0.013	0.017	1
Tyw5	0.351016058653787	0.0336851385835901	0.02	0.016	1
Ythdf3	0.351329483403702	-0.0472648348036548	0.077	0.085	1
Got2	0.351422846074442	-0.00752363387428262	0.057	0.051	1
Lyrm9	0.351468016588324	0.011717275587484	0.012	0.009	1
Cep97	0.351559565713613	-0.149851178456574	0.084	0.091	1
Hspa9	0.351961139790731	-0.0517326079274185	0.119	0.108	1
Zbed5	0.352045946441361	0.00763714662408359	0.007	0.005	1
Nudt9	0.352111972929984	0.0112969482258156	0.037	0.032	1
Slc28a2	0.352342598980207	-0.0274916573602835	0.028	0.033	1
Pds5b	0.352427438107011	-0.0305467571450983	0.051	0.045	1
Lamc1	0.352432512900001	0.0361918021958004	0.005	0.003	1
Wrap53	0.35250373751132	0.0117503877851768	0.007	0.005	1
Ephx1	0.352952551140517	-0.0554025223281298	0.018	0.022	1
Prkra	0.353097424909013	0.00119762058591948	0.004	0.003	1
Sqor	0.353223884243475	0.0100812645372141	0.007	0.005	1
Kpna3	0.35340538633609	0.0245455153659132	0.036	0.031	1
1810026B05Rik	0.353495747971948	-0.0963875535882266	0.327	0.334	1
Hist1h2be	0.353794936920256	0.0190999652854823	0.005	0.003	1
Zfp867	0.353806674604808	0.0214432428582055	0.007	0.005	1
Rab26	0.353875183034223	0.021384337102806	0.005	0.003	1
Slc25a13	0.353955440649228	0.0303329633609694	0.005	0.003	1
Nmi	0.354004979227194	0.00967854739379925	0.062	0.056	1
Rfng	0.354006684981662	0.00800144334608488	0.012	0.009	1
Ubiad1	0.354050099812546	0.0195735499273529	0.007	0.005	1
Ube2e2	0.354050099812546	0.0162043605058059	0.007	0.005	1
Slc30a9	0.354084040275048	0.0157106799917506	0.029	0.024	1
Cask	0.354196282497767	0.0183869628530645	0.005	0.003	1
C230037L18Rik	0.354356901230353	0.0157263072129373	0.005	0.003	1
Isoc2b	0.354360594014461	-0.0209843952408048	0.003	0.005	1
Rab26os	0.354437136217255	0.00250423913882736	0.007	0.005	1
Amer1	0.354594172876198	-0.00232118751680729	0.012	0.009	1
Retsat	0.354658217975009	-0.0272160748181611	0.003	0.005	1
Sel1l	0.354659863005863	-0.0352208820230665	0.03	0.035	1
Kctd13	0.354956035553598	-0.0386208020214523	0.007	0.009	1
A730017L22Rik	0.354999836115172	0.0158210826996724	0.005	0.003	1
Cuedc1	0.355104949767876	-0.0252982484144964	0.003	0.005	1
Bex2	0.355160684813984	0.00984970839391804	0.005	0.003	1
Wdr20	0.355201643682908	-0.0885808735250311	0.031	0.036	1
Plekha8	0.355477497429396	0.0130818210116273	0.006	0.004	1
Apex2	0.355512870236748	0.0099868442586046	0.007	0.005	1
1110002L01Rik	0.355603255363371	0.00957122448588096	0.005	0.003	1
Myo1c	0.355626585511722	0.0218103900254409	0.006	0.004	1
Edem2	0.355631024278583	0.0119002886260883	0.018	0.015	1
Trp53rka	0.355749635019286	0.0218089290016165	0.017	0.014	1
Zfp273	0.35581300065618	-0.0159861412016724	0.003	0.005	1
Rabl3	0.355814677998839	0.0627202392155098	0.023	0.019	1
Mfn2	0.355829211652998	0.0314283267133059	0.02	0.017	1
Eif4ebp3	0.355830747042463	-0.0580559342165131	0.02	0.024	1
Poli	0.35591827009521	0.00550252450325901	0.012	0.009	1
Telo2	0.35595169117308	0.0331385465711644	0.015	0.012	1
Akap17b	0.355962177467031	0.012988982690589	0.006	0.004	1
Arhgap21	0.355965618062278	0.00391529974417715	0.005	0.003	1
Commd2	0.356264817431498	0.0233243050201465	0.044	0.039	1
Lins1	0.356287913204782	0.0107411679603956	0.005	0.003	1
Lysmd4	0.356350448350872	0.011754093836288	0.007	0.005	1
Strada	0.356351303086926	-0.027425386471003	0.009	0.012	1
Fasn	0.356481429213939	0.0108336302045048	0.039	0.034	1
Tti1	0.356852372161615	0.000634287645443203	0.005	0.003	1
Vps4a	0.356891143128139	0.0182058986288927	0.038	0.033	1
Tmsb15b2	0.357126225311094	-0.0383211832414134	0.01	0.013	1
Ddx56	0.357155998553318	0.00394586484686563	0.025	0.021	1
Kif13b	0.357222472667706	0.0105857164492945	0.032	0.027	1
Cep76	0.357329193466201	-0.000137982869735036	0.007	0.005	1
1700113A16Rik	0.357469152247817	0.00144382604890376	0.007	0.005	1
Farsa	0.357482313765917	0.0161698194299887	0.049	0.043	1
Sbk1	0.357529756443648	0.015969146251234	0.015	0.012	1
Stxbp2	0.35757823356647	-0.0946236272642257	0.028	0.033	1
Fbxo31	0.357609923868669	0.0244221039068898	0.024	0.02	1
Atg2b	0.357679474993853	-0.0518655791333149	0.023	0.028	1
Uhrf2	0.357833843166801	-0.0873232174656815	0.135	0.145	1
Gm48768	0.357919635235485	-0.00681348826119753	0.004	0.007	1
Mthfs	0.357919635533843	-0.0128497638826071	0.004	0.007	1
Ppp2ca	0.357979775078457	-0.0442951550364876	0.262	0.245	1
Mvd	0.35805260416413	-0.0247929148626053	0.007	0.009	1
Syvn1	0.358068952776	0.0362886956385569	0.02	0.016	1
Hivep3	0.358150619985827	-0.0263358774280358	0.009	0.012	1
Osbpl8	0.358193427429262	0.00994186865992142	0.094	0.086	1
Mpp5	0.35829639135588	-0.0428380875144564	0.017	0.021	1
Rnf25	0.358315929274414	0.0265775291072342	0.012	0.009	1
Gm49359	0.358320343398541	-0.0206952514584988	0.007	0.009	1
Apip	0.358723126158645	0.0134277919157668	0.012	0.009	1
Mrps15	0.358766228997793	0.0218680740205169	0.056	0.05	1
B2m	0.359049559190134	-0.0474008053442554	0.886	0.835	1
Vps33b	0.359447862595942	-0.0331536865932742	0.01	0.013	1
Txndc5	0.359449793994058	0.0124064339643337	0.029	0.024	1
Ndufb1-ps	0.35953463124523	-0.100576042876044	0.157	0.166	1
Appl1	0.359628015895372	-0.000621599443572429	0.077	0.069	1
Actr10	0.359778943559325	0.00675493604024602	0.124	0.115	1
Fam222b	0.35978976867633	-0.0573371282025205	0.022	0.027	1
Fgfr1op	0.360018337407521	0.0110514949905345	0.017	0.014	1
Prkab2	0.360081442688692	0.000618931930522287	0.015	0.012	1
Dnmt1	0.360106638907652	0.0128351329625733	0.041	0.036	1
Tmem260	0.360181147350075	-0.00284248524420944	0.02	0.017	1
Smim20	0.360186510100381	0.0388244293142694	0.059	0.053	1
Xpr1	0.360953106156688	-0.0900371475127647	0.061	0.068	1
Larp4b	0.361236168423928	-0.111951111188943	0.083	0.091	1
Ehd3	0.36141060974377	0.00368698383432342	0.072	0.065	1
Isg15	0.361419120108959	-0.106827116854735	0.015	0.019	1
Ubn2	0.361504238912499	-0.114370438611443	0.09	0.097	1
S100pbp	0.361693475482782	0.019113630144709	0.024	0.02	1
Dpm2	0.361725399888477	0.0287754972145782	0.051	0.045	1
Tuba1c	0.361758013346227	-0.0663205278100917	0.012	0.016	1
Nol9	0.361918234794732	0.00905671001521866	0.028	0.024	1
Tpp1	0.362482134416615	0.0105207367025633	0.054	0.048	1
P2ry14	0.362588606197119	-0.0425629667804174	0.007	0.01	1
Enpp1	0.362766371050097	0.0157425714748709	0.014	0.011	1
Klhl28	0.36277391328879	-0.0768652324468493	0.027	0.032	1
Stmn1	0.363234754794391	-0.0779684991367219	0.046	0.052	1
Czib	0.363288279550191	0.0304058095636265	0.035	0.03	1
Ighmbp2	0.363518828676434	-0.0323886662639679	0.017	0.021	1
Ccdc69	0.363727031997797	0.0421698574690059	0.017	0.013	1
Glipr1	0.36440406566941	-0.0710221583434586	0.027	0.032	1
Pgk1	0.364840433369195	-0.00494000801234462	0.109	0.1	1
Mafk	0.364975995168575	-0.0882292738718672	0.062	0.069	1
Ankrd27	0.365040467760992	-0.0504567695430955	0.012	0.016	1
Acaa2	0.365202429723069	-0.021736636380224	0.045	0.039	1
Lrrc28	0.365306174086009	0.0209587463112262	0.021	0.017	1
Cse1l	0.365506005441026	-0.110649786008459	0.033	0.038	1
Taf13	0.365635170548148	0.0182630219912145	0.026	0.022	1
Poglut2	0.36564317177096	-0.00341013335772025	0	0.001	1
Fam72a	0.36564317177096	-0.0062299797385799	0	0.001	1
Spta1	0.36564317177096	-0.0104111980094401	0	0.001	1
Kif26b	0.36564317177096	-0.00427318366727677	0	0.001	1
Gm37768	0.36564317177096	-0.00622700865883407	0	0.001	1
Lefty1	0.36564317177096	-0.0042530528583708	0	0.001	1
Nsl1	0.36564317177096	-0.00400498437235993	0	0.001	1
Npdc1	0.36564317177096	-0.00713258175888746	0	0.001	1
Fut7	0.36564317177096	-0.0043614704316471	0	0.001	1
Slc2a6	0.36564317177096	-0.00312353259680914	0	0.001	1
Cercam	0.36564317177096	-0.00456663234131061	0	0.001	1
Fibcd1	0.36564317177096	-0.00562072639017278	0	0.001	1
Gm13684	0.36564317177096	-0.00693439061355208	0	0.001	1
Pacsin3	0.36564317177096	-0.0065988374240368	0	0.001	1
Gm10800	0.36564317177096	-0.00340249629979484	0	0.001	1
Ldlrad3	0.36564317177096	-0.00472010830798153	0	0.001	1
Fmn1	0.36564317177096	-0.00409463577385407	0	0.001	1
Gm14023	0.36564317177096	-0.0042566550419872	0	0.001	1
Gm14410	0.36564317177096	-0.00936080353198528	0	0.001	1
Ppp1r3d	0.36564317177096	-0.00497441949326749	0	0.001	1
Col20a1	0.36564317177096	-0.00513783879888854	0	0.001	1
Bbs12	0.36564317177096	-0.00841971303668379	0	0.001	1
Lekr1	0.36564317177096	-0.00931538396457496	0	0.001	1
Mtmr11	0.36564317177096	-0.00830489247469878	0	0.001	1
Cdkn2a	0.36564317177096	-0.00562340650379303	0	0.001	1
Efcab7	0.36564317177096	-0.00662740414733662	0	0.001	1
Kif2c	0.36564317177096	-0.00367933914188351	0	0.001	1
4921514A10Rik	0.36564317177096	-0.00433338733948882	0	0.001	1
Atg9b	0.36564317177096	-0.00354376128398581	0	0.001	1
AI839979	0.36564317177096	-0.00792581229118819	0	0.001	1
Wfs1	0.36564317177096	-0.00465202623409939	0	0.001	1
Kit	0.36564317177096	-0.00941070202034891	0	0.001	1
Kctd7	0.36564317177096	-0.00428908693802311	0	0.001	1
C130050O18Rik	0.36564317177096	-0.00614303590421956	0	0.001	1
Wdr95	0.36564317177096	-0.00756310740566477	0	0.001	1
1110019D14Rik	0.36564317177096	-0.00322735077168113	0	0.001	1
4930597O21Rik	0.36564317177096	-0.00544072859251158	0	0.001	1
A430078I02Rik	0.36564317177096	-0.00795096348959803	0	0.001	1
H1fx	0.36564317177096	-0.00587038166460933	0	0.001	1
Gm44053	0.36564317177096	-0.0053066397483482	0	0.001	1
Klra4	0.36564317177096	-0.00352562247103344	0	0.001	1
Klra9	0.36564317177096	-0.00797746018626969	0	0.001	1
Apold1	0.36564317177096	-0.00457252638568552	0	0.001	1
Rep15	0.36564317177096	-0.00480376024488502	0	0.001	1
Gm17216	0.36564317177096	-0.00369820688993358	0	0.001	1
Dnaaf3	0.36564317177096	-0.00528274497563509	0	0.001	1
Zfp583	0.36564317177096	-0.0034933903197749	0	0.001	1
Bcam	0.36564317177096	-0.00332718643476249	0	0.001	1
Ceacam16	0.36564317177096	-0.00663704953664624	0	0.001	1
Kcnk6	0.36564317177096	-0.00732220127633235	0	0.001	1
Il4i1	0.36564317177096	-0.00506523692433592	0	0.001	1
Capn5	0.36564317177096	-0.00373963689445399	0	0.001	1
Gm45188	0.36564317177096	-0.00750956173523547	0	0.001	1
Art5	0.36564317177096	-0.00318255347138225	0	0.001	1
St5	0.36564317177096	-0.00772198058798878	0	0.001	1
Gm45155	0.36564317177096	-0.00624524644650305	0	0.001	1
Iqck	0.36564317177096	-0.00450317786234013	0	0.001	1
Stox2	0.36564317177096	-0.00584752642390149	0	0.001	1
9430002A10Rik	0.36564317177096	-0.0083220100411074	0	0.001	1
Lpcat2	0.36564317177096	-0.00561898219210845	0	0.001	1
Mt2	0.36564317177096	-0.00231045772042226	0	0.001	1
Dok4	0.36564317177096	-0.00652242806861402	0	0.001	1
Slc9a5	0.36564317177096	-0.0064376575185498	0	0.001	1
Zcchc14	0.36564317177096	-0.00696781969725901	0	0.001	1
Gm39321	0.36564317177096	-0.00525133410949616	0	0.001	1
Klhl31	0.36564317177096	-0.00598286913160546	0	0.001	1
4833445I07Rik	0.36564317177096	-0.00714724715047212	0	0.001	1
2900079G21Rik	0.36564317177096	-0.00798809763693881	0	0.001	1
Gm47112	0.36564317177096	-0.00839844396605782	0	0.001	1
Mtfr2	0.36564317177096	-0.0061808214894438	0	0.001	1
Ptprk	0.36564317177096	-0.00686905594889308	0	0.001	1
Upb1	0.36564317177096	-0.00512701117425092	0	0.001	1
Fgf22	0.36564317177096	-0.00550711352675074	0	0.001	1
Amh	0.36564317177096	-0.00348568725361764	0	0.001	1
Slc16a7	0.36564317177096	-0.0063406007621292	0	0.001	1
Gm4189	0.36564317177096	-0.00381063642086809	0	0.001	1
Fam83g	0.36564317177096	-0.00484084963378475	0	0.001	1
Pld2	0.36564317177096	-0.00518222828010069	0	0.001	1
Gm11444	0.36564317177096	-0.0055120607122491	0	0.001	1
Rad51c	0.36564317177096	-0.00614002778079349	0	0.001	1
Ict1os	0.36564317177096	-0.00482523390006028	0	0.001	1
Adam4	0.36564317177096	-0.00590242187584235	0	0.001	1
Gm49654	0.36564317177096	-0.00588395146276182	0	0.001	1
Gm20036	0.36564317177096	-0.00375512552736159	0	0.001	1
Gm36423	0.36564317177096	-0.00331712807987349	0	0.001	1
AK157302	0.36564317177096	-0.00526120823341966	0	0.001	1
Gm46409	0.36564317177096	-0.00531822854798935	0	0.001	1
Gm48194	0.36564317177096	-0.00644291572684554	0	0.001	1
Adgrv1	0.36564317177096	-0.0056752586209267	0	0.001	1
D030051J21Rik	0.36564317177096	-0.00623001851377355	0	0.001	1
1700062C10Rik	0.36564317177096	-0.00749568189903289	0	0.001	1
5430414B19Rik	0.36564317177096	-0.00572077502684836	0	0.001	1
Gm17173	0.36564317177096	-0.00313765908072666	0	0.001	1
Gm48935	0.36564317177096	-0.0045521999280484	0	0.001	1
Trav13-1	0.36564317177096	-0.0041777837658092	0	0.001	1
B230359F08Rik	0.36564317177096	-0.00600640968612763	0	0.001	1
Ajuba	0.36564317177096	-0.00658630189038636	0	0.001	1
Capsl	0.36564317177096	-0.00343056655953512	0	0.001	1
Rnd1	0.36564317177096	-0.00555383227784143	0	0.001	1
Wnt10b	0.36564317177096	-0.00376433016230233	0	0.001	1
Gm35853	0.36564317177096	-0.00554168583084288	0	0.001	1
Tns2	0.36564317177096	-0.00335217915016831	0	0.001	1
Ldhal6b	0.36564317177096	-0.00518406428781895	0	0.001	1
Tbc1d24	0.36564317177096	-0.00475790243587454	0	0.001	1
Ntn3	0.36564317177096	-0.00479482737916924	0	0.001	1
Nme3	0.36564317177096	-0.00347442464536623	0	0.001	1
Hspa1b	0.36564317177096	-0.00560241752705152	0	0.001	1
Hspa1a	0.36564317177096	-0.00678128937371602	0	0.001	1
Gm49901	0.36564317177096	-0.005760917852835	0	0.001	1
Gm41609	0.36564317177096	-0.00424899028033389	0	0.001	1
Gm41611	0.36564317177096	-0.00662371564564508	0	0.001	1
Pkd2l2	0.36564317177096	-0.00340591240969463	0	0.001	1
Reep2	0.36564317177096	-0.00941320146840921	0	0.001	1
3222401L13Rik	0.36564317177096	-0.00984034719765736	0	0.001	1
Ccdc112	0.36564317177096	-0.00624327429049305	0	0.001	1
Gm4951	0.36564317177096	-0.00435052241444658	0	0.001	1
F830016B08Rik	0.36564317177096	-0.00411117402443179	0	0.001	1
Pde6a	0.36564317177096	-0.00752347585721484	0	0.001	1
Gm9949	0.36564317177096	-0.00580664547401374	0	0.001	1
Lrfn4	0.36564317177096	-0.00374098406460428	0	0.001	1
Peli3	0.36564317177096	-0.00608812014079831	0	0.001	1
Gm16244	0.36564317177096	-0.00466855861373876	0	0.001	1
BC037704	0.36564317177096	-0.00838489622132754	0	0.001	1
Hspa12a	0.36564317177096	-0.0057789713578912	0	0.001	1
Kcnd1	0.36564317177096	-0.00541067275476385	0	0.001	1
Renbp	0.36564317177096	-0.00412354663185578	0	0.001	1
Gspt2	0.36564317177096	-0.00544156571229448	0	0.001	1
Arhgef9	0.36564317177096	-0.00718839685286351	0	0.001	1
Cenpi	0.36564317177096	-0.00542445851528879	0	0.001	1
Mageh1	0.36564317177096	-0.00351793150005287	0	0.001	1
Il17a	0.36564317177096	-0.0143534915003203	0	0.001	1
Gm10561	0.36564317177096	-0.00295175455453594	0	0.001	1
2310016D23Rik	0.36564317177096	-0.00440290586663652	0	0.001	1
Gm29112	0.36564317177096	-0.00819858875217334	0	0.001	1
Ihh	0.36564317177096	-0.0056350033623389	0	0.001	1
Gm28535	0.36564317177096	-0.00400905543604822	0	0.001	1
Tnni1	0.36564317177096	-0.00385223631632593	0	0.001	1
Gad2	0.36564317177096	-0.00370661608661015	0	0.001	1
Ccdc148	0.36564317177096	-0.00820758930009919	0	0.001	1
Tbr1	0.36564317177096	-0.00487477913322731	0	0.001	1
4631405J19Rik	0.36564317177096	-0.00817159712507117	0	0.001	1
Napb	0.36564317177096	-0.00894203349500816	0	0.001	1
Gm11455	0.36564317177096	-0.00434824873554687	0	0.001	1
Wfdc2	0.36564317177096	-0.00797195275713967	0	0.001	1
Ccdc39	0.36564317177096	-0.00699984506881936	0	0.001	1
1700034I23Rik	0.36564317177096	-0.00327492149184406	0	0.001	1
Gm42939	0.36564317177096	-0.00326518849773512	0	0.001	1
Gm12454	0.36564317177096	-0.00586392712086832	0	0.001	1
Gm44037	0.36564317177096	-0.00513302814754235	0	0.001	1
Mfsd2a	0.36564317177096	-0.00468322586168048	0	0.001	1
Cd164l2	0.36564317177096	-0.00418083422947952	0	0.001	1
Lactbl1	0.36564317177096	-0.00401342041244528	0	0.001	1
Uchl1	0.36564317177096	-0.00686738401648169	0	0.001	1
Gm26692	0.36564317177096	-0.0072786022414997	0	0.001	1
Gm43480	0.36564317177096	-0.00526520863883132	0	0.001	1
Styxl1	0.36564317177096	-0.00621406601364103	0	0.001	1
Muc3a	0.36564317177096	-0.00768855464557988	0	0.001	1
Prss2	0.36564317177096	-0.00737635668894912	0	0.001	1
Gm15401	0.36564317177096	-0.00392160219657167	0	0.001	1
Gm20692	0.36564317177096	-0.00832576791085889	0	0.001	1
Gm21814	0.36564317177096	-0.00459001139489256	0	0.001	1
Syne4	0.36564317177096	-0.00906391119356647	0	0.001	1
Gm45309	0.36564317177096	-0.00356424438339972	0	0.001	1
Gm34121	0.36564317177096	-0.00417791512043569	0	0.001	1
C230038L03Rik	0.36564317177096	-0.00949438672723567	0	0.001	1
Olfr46	0.36564317177096	-0.0040508104041718	0	0.001	1
Npy1r	0.36564317177096	-0.00705190390518915	0	0.001	1
Mc1r	0.36564317177096	-0.0055591928206942	0	0.001	1
Gm26737	0.36564317177096	-0.00606763346277589	0	0.001	1
Islr2	0.36564317177096	-0.00939659961782243	0	0.001	1
1700065D16Rik	0.36564317177096	-0.00477874040103944	0	0.001	1
Ccr3	0.36564317177096	-0.0039753648673287	0	0.001	1
Gm15270	0.36564317177096	-0.00312922622728382	0	0.001	1
Hey2	0.36564317177096	-0.00871814083552021	0	0.001	1
Gm15200	0.36564317177096	-0.00397285878617863	0	0.001	1
Gm5134	0.36564317177096	-0.00828809723769643	0	0.001	1
Gm32552	0.36564317177096	-0.00401498689017614	0	0.001	1
AC135859.1	0.36564317177096	-0.00361956040049924	0	0.001	1
Vmn2r84	0.36564317177096	-0.0041531257269525	0	0.001	1
Gm11944	0.36564317177096	-0.00365089418413703	0	0.001	1
Gm11999	0.36564317177096	-0.00740934228292523	0	0.001	1
Gm12305	0.36564317177096	-0.00322940173802897	0	0.001	1
4930563E22Rik	0.36564317177096	-0.0062319727782342	0	0.001	1
Gm11529	0.36564317177096	-0.00402170774060191	0	0.001	1
Gm11655	0.36564317177096	-0.00301059856622556	0	0.001	1
Gm5432	0.36564317177096	-0.00371601808156494	0	0.001	1
